location,size,total_sqft,bath,price,bhk,price_per_sqft
Ballabgarh,5 Bedroom,2500.0,7.0,125.0,5,5000.0
Ballabgarh,1 BHK,450.0,1.0,18.0,1,4000.0
Ballabgarh,2 BHK,907.0,2.0,38.5,2,4244.7629547960305
Ballabgarh,2 BHK,1181.0,2.0,57.0,2,4826.418289585097
Ballabgarh,2 BHK,900.0,2.0,42.0,2,4666.666666666667
Ballabgarh,2 BHK,1060.0,2.0,34.0,2,3207.5471698113206
Ballabgarh,3 BHK,1310.0,2.0,53.0,3,4045.8015267175574
Ballabgarh,2 BHK,1680.0,2.0,59.0,2,3511.904761904762
Ballabgarh,3 BHK,1400.0,3.0,66.0,3,4714.285714285715
Ballabgarh,2 BHK,976.0,2.0,50.0,2,5122.950819672131
Ballabgarh,5 Bedroom,2700.0,4.0,125.0,5,4629.62962962963
Ballabgarh,2 BHK,1299.0,2.0,58.0,2,4464.973056197075
Ballabgarh,2 BHK,900.0,2.0,35.0,2,3888.8888888888887
Ballabgarh,2 BHK,1166.0,2.0,55.0,2,4716.981132075472
Ballabgarh,3 BHK,1320.0,3.0,65.0,3,4924.242424242424
Ballabgarh,2 BHK,1117.0,2.0,56.0,2,5013.428827215756
Ballabgarh,2 BHK,1200.0,2.0,55.0,2,4583.333333333333
Ballabgarh,2 BHK,1200.0,2.0,60.0,2,5000.0
Ballabgarh,3 BHK,2120.0,3.0,177.0,3,8349.056603773584
Ballabgarh,2 BHK,1013.0,2.0,51.0,2,5034.550839091807
Ballabgarh,3 BHK,1324.0,3.0,65.0,3,4909.365558912386
Ballabgarh,2 BHK,965.0,2.0,38.0,2,3937.8238341968913
Ballabgarh,4 Bedroom,1200.0,4.0,130.0,4,10833.333333333334
Ballabgarh,4 Bedroom,1600.0,3.0,185.0,4,11562.5
Ballabgarh,2 BHK,866.0,2.0,32.0,2,3695.150115473441
Ballabgarh,3 BHK,1442.0,3.0,80.0,3,5547.850208044383
Ballabgarh,2 BHK,1270.0,2.0,98.0,2,7716.535433070866
Ballabgarh,2 BHK,1086.0,2.0,33.66,2,3099.4475138121543
Ballabgarh,2 BHK,1200.0,2.0,48.0,2,4000.0
Ballabgarh,1 BHK,655.0,1.0,53.0,1,8091.603053435115
Ballabgarh,8 BHK,1150.0,9.0,170.0,8,14782.608695652174
Ballabgarh,3 BHK,1820.0,3.0,150.0,3,8241.758241758242
Ballabgarh,2 Bedroom,500.0,1.0,55.0,2,11000.0
Ballabgarh,2 BHK,635.0,1.0,28.0,2,4409.4488188976375
Ballabgarh,4 Bedroom,1320.0,4.0,249.0,4,18863.636363636364
Ballabgarh,4 BHK,600.0,3.0,85.0,4,14166.666666666666
Ballabgarh,3 Bedroom,1200.0,4.0,156.0,3,13000.0
Ballabgarh,4 BHK,3252.0,5.0,335.0,4,10301.353013530135
Ballabgarh,4 BHK,3073.0,5.0,696.0,4,22648.87731858119
Ballabgarh,3 BHK,2700.0,4.0,270.0,3,10000.0
Ballabgarh,3 BHK,2392.0,4.0,260.0,3,10869.565217391304
Ballabgarh,3 BHK,2408.0,4.0,260.0,3,10797.34219269103
Ballabgarh,3 BHK,2500.0,4.0,260.0,3,10400.0
Ballabgarh,3 BHK,1620.0,3.0,130.0,3,8024.691358024691
Ballabgarh,4 BHK,3260.0,5.0,388.0,4,11901.840490797545
Ballabgarh,2 BHK,1000.0,2.0,62.0,2,6200.0
Ballabgarh,4 BHK,3197.0,5.0,335.0,4,10478.573662808883
Ballabgarh,2 BHK,1490.0,2.0,150.0,2,10067.114093959732
Ballabgarh,4 BHK,3626.0,5.0,785.0,4,21649.20022062879
Ballabgarh,3 BHK,1400.0,3.0,81.0,3,5785.714285714285
Ballabgarh,4 BHK,3522.0,5.0,716.0,4,20329.358319136853
Ballabgarh,4 BHK,3626.0,5.0,788.0,4,21731.936017650303
Ballabgarh,4 Bedroom,1440.0,4.0,88.0,4,6111.111111111111
Ballabgarh,5 BHK,600.0,6.0,72.0,5,12000.0
Ballabgarh,1 BHK,418.0,1.0,17.0,1,4066.9856459330144
Ballabgarh,3 BHK,1909.0,3.0,88.0,3,4609.743321110529
Ballabgarh,3 BHK,1664.0,2.0,73.95,3,4444.110576923077
Ballabgarh,2 BHK,1170.0,2.0,51.99,2,4443.589743589743
Ballabgarh,2 Bedroom,650.0,2.0,28.0,2,4307.692307692308
Ballabgarh,7 Bedroom,925.0,7.0,88.0,7,9513.513513513513
Ballabgarh,2 BHK,1140.0,2.0,50.66,2,4443.859649122807
Ballabgarh,2 BHK,1200.0,2.0,53.33,2,4444.166666666667
Ballabgarh,3 BHK,1934.0,3.0,150.0,3,7755.946225439504
Ballabgarh,1 Bedroom,540.0,1.0,36.0,1,6666.666666666667
Ballabgarh,3 BHK,2350.0,5.0,327.0,3,13914.893617021276
Ballabgarh,3 BHK,1559.0,3.0,127.0,3,8146.247594611931
Ballabgarh,2 BHK,1190.0,2.0,50.66,2,4257.142857142857
Ballabgarh,2 BHK,1140.0,2.0,50.66,2,4443.859649122807
Ballabgarh,3 BHK,1559.0,3.0,120.0,3,7697.2418216805645
Ballabgarh,1 BHK,700.0,1.0,30.84,1,4405.714285714285
Ballabgarh,2 BHK,1250.0,2.0,55.55,2,4444.0
Ballabgarh,2 BHK,1200.0,2.0,53.33,2,4444.166666666667
Ballabgarh,8 Bedroom,1200.0,6.0,105.0,8,8750.0
Ballabgarh,2 BHK,952.0,2.0,49.0,2,5147.058823529412
Ballabgarh,1 BHK,700.0,1.0,30.84,1,4405.714285714285
Ballabgarh,2 BHK,1250.0,2.0,55.55,2,4444.0
Ballabgarh,10 Bedroom,3280.0,9.0,450.0,10,13719.512195121952
Ballabgarh,7 Bedroom,2456.0,7.0,85.0,7,3460.912052117264
Ballabgarh,2 BHK,1140.0,2.0,50.66,2,4443.859649122807
Ballabgarh,2 BHK,1140.0,2.0,50.66,2,4443.859649122807
Ballabgarh,3 BHK,2791.0,3.0,223.0,3,7989.967753493372
Ballabgarh,2 Bedroom,884.0,1.0,58.0,2,6561.085972850678
Ballabgarh,3 BHK,1637.0,3.0,73.0,3,4459.376908979842
Ballabgarh,3 BHK,1400.0,2.0,73.0,3,5214.285714285715
Ballabgarh,4 BHK,3000.0,4.0,160.0,4,5333.333333333333
Ballabgarh,3 Bedroom,2779.0,3.0,317.0,3,11406.980928391507
Ballabgarh,4 Bedroom,1200.0,4.0,125.0,4,10416.666666666666
Ballabgarh,4 Bedroom,1200.0,2.0,130.0,4,10833.333333333334
Ballabgarh,3 Bedroom,2400.0,2.0,180.0,3,7500.0
Ballabgarh,4 Bedroom,3746.0,6.0,375.0,4,10010.6780565937
Ballabgarh,4 BHK,3621.0,4.0,511.0,4,14112.123722728527
Ballabgarh,9 Bedroom,1590.0,6.0,150.0,9,9433.962264150943
Ballabgarh,3 BHK,1423.0,2.0,85.0,3,5973.295853829937
Ballabgarh,2 Bedroom,3040.0,1.0,180.0,2,5921.0526315789475
Ballabgarh,2 BHK,1165.0,2.0,47.0,2,4034.3347639484978
Ballabgarh,2 BHK,1050.0,2.0,35.0,2,3333.3333333333335
Ballabgarh,3 Bedroom,1200.0,2.0,130.0,3,10833.333333333334
Ballabgarh,2 BHK,1060.0,2.0,42.5,2,4009.433962264151
Ballabgarh,2 BHK,1075.0,2.0,57.0,2,5302.325581395349
Ballabgarh,2 BHK,1000.0,2.0,50.0,2,5000.0
Ballabgarh,5 Bedroom,3520.0,6.0,460.0,5,13068.181818181818
Ballabgarh,3 Bedroom,720.0,3.0,48.0,3,6666.666666666667
Ballabgarh,7 Bedroom,4000.0,7.0,90.0,7,2250.0
Ballabgarh,3 BHK,1475.0,2.0,90.0,3,6101.6949152542375
Ballabgarh,2 BHK,1320.0,2.0,165.0,2,12500.0
Ballabgarh,2 BHK,1253.0,2.0,102.0,2,8140.462889066241
Ballabgarh,3 BHK,1580.0,3.0,160.0,3,10126.582278481013
Ballabgarh,3 BHK,1750.0,3.0,130.0,3,7428.571428571428
Ballabgarh,2 BHK,1120.0,2.0,65.0,2,5803.571428571428
Ballabgarh,4 BHK,3500.0,5.0,425.0,4,12142.857142857143
Ballabgarh,2 BHK,1005.0,1.0,110.0,2,10945.273631840795
Ballabgarh,3 BHK,2292.0,4.0,275.0,3,11998.25479930192
Ballabgarh,3 BHK,1835.0,2.0,155.0,3,8446.866485013625
Ballabgarh,2 BHK,1290.0,2.0,100.0,2,7751.937984496124
Ballabgarh,2 BHK,1300.0,2.0,110.0,2,8461.538461538461
Ballabgarh,3 BHK,1600.0,3.0,88.0,3,5500.0
Ballabgarh,3 BHK,2200.0,3.0,180.0,3,8181.818181818182
Ballabgarh,2 BHK,1325.0,2.0,119.0,2,8981.132075471698
Ballabgarh,2 BHK,1140.0,2.0,75.2,2,6596.491228070176
Ballabgarh,4 BHK,2700.0,4.0,450.0,4,16666.666666666668
Ballabgarh,2 BHK,1260.0,2.0,100.0,2,7936.507936507936
Ballabgarh,3 BHK,1975.0,3.0,210.0,3,10632.911392405063
Ballabgarh,2 BHK,1900.0,2.0,200.0,2,10526.315789473685
Ballabgarh,3 BHK,1750.0,3.0,130.0,3,7428.571428571428
Ballabgarh,3 BHK,2292.0,3.0,286.0,3,12478.184991273996
Ballabgarh,4 Bedroom,2400.0,6.0,600.0,4,25000.0
Ballabgarh,3 BHK,2300.0,3.0,290.0,3,12608.695652173914
Ballabgarh,3 BHK,1594.0,3.0,125.0,3,7841.907151819322
Ballabgarh,3 BHK,1760.0,2.0,115.0,3,6534.090909090909
Ballabgarh,4 BHK,2503.0,6.0,325.0,4,12984.418697562924
Ballabgarh,3 BHK,1900.0,3.0,150.0,3,7894.736842105263
Ballabgarh,2 BHK,1320.0,2.0,150.0,2,11363.636363636364
Ballabgarh,2 BHK,1320.0,2.0,110.0,2,8333.333333333334
Ballabgarh,4 BHK,5985.0,4.0,775.0,4,12949.039264828738
Ballabgarh,4 BHK,2461.0,6.0,353.0,4,14343.762698090208
Ballabgarh,3 BHK,1615.0,3.0,115.0,3,7120.743034055728
Ballabgarh,3 BHK,2246.0,3.0,300.0,3,13357.079252003561
Ballabgarh,2 BHK,1300.0,2.0,82.0,2,6307.692307692308
Ballabgarh,3 BHK,1716.0,2.0,115.0,3,6701.631701631702
Ballabgarh,3 BHK,1500.0,3.0,135.0,3,9000.0
Ballabgarh,2 BHK,1083.0,2.0,100.0,2,9233.610341643584
Ballabgarh,3 BHK,1744.0,3.0,200.0,3,11467.88990825688
Ballabgarh,3 BHK,1890.0,2.0,100.0,3,5291.005291005291
Ballabgarh,2 BHK,1180.0,2.0,128.0,2,10847.457627118643
Ballabgarh,2 BHK,1320.0,2.0,160.0,2,12121.212121212122
Ballabgarh,2 BHK,1370.0,2.0,125.0,2,9124.087591240876
Ballabgarh,2 BHK,1100.0,2.0,85.0,2,7727.272727272727
Ballabgarh,2 BHK,1161.0,2.0,63.85,2,5499.569336778639
Ballabgarh,2 BHK,1249.0,2.0,165.0,2,13210.56845476381
Ballabgarh,2 BHK,1084.0,2.0,179.0,2,16512.91512915129
Ballabgarh,2 BHK,1200.0,2.0,100.0,2,8333.333333333334
Ballabgarh,3 BHK,1720.0,2.0,130.0,3,7558.139534883721
Ballabgarh,3 BHK,1900.0,2.0,120.0,3,6315.789473684211
Ballabgarh,6 Bedroom,2400.0,6.0,480.0,6,20000.0
Ballabgarh,5 Bedroom,4000.0,5.0,800.0,5,20000.0
Ballabgarh,2 BHK,1130.0,2.0,63.0,2,5575.221238938053
Ballabgarh,3 BHK,2223.0,3.0,300.0,3,13495.27665317139
Ballabgarh,3 BHK,1744.0,4.0,210.0,3,12041.284403669724
Ballabgarh,4 Bedroom,1410.0,2.0,280.0,4,19858.156028368794
Ballabgarh,3 BHK,1866.0,4.0,245.0,3,13129.689174705252
Ballabgarh,3 BHK,1745.0,3.0,98.0,3,5616.045845272206
Ballabgarh,2 BHK,1320.0,2.0,160.0,2,12121.212121212122
Ballabgarh,2 BHK,1350.0,2.0,103.0,2,7629.62962962963
Ballabgarh,4 Bedroom,6000.0,4.0,625.0,4,10416.666666666666
Ballabgarh,3 BHK,1642.0,2.0,115.0,3,7003.654080389769
Ballabgarh,2 BHK,1320.0,2.0,160.0,2,12121.212121212122
Ballabgarh,3 BHK,1710.0,3.0,210.0,3,12280.701754385966
Ballabgarh,3 BHK,1700.0,3.0,250.0,3,14705.882352941177
Ballabgarh,2 BHK,1355.0,2.0,95.0,2,7011.070110701107
Ballabgarh,4 Bedroom,2400.0,5.0,550.0,4,22916.666666666668
Ballabgarh,3 BHK,1600.0,3.0,170.0,3,10625.0
Ballabgarh,2 BHK,1260.0,2.0,100.0,2,7936.507936507936
Ballabgarh,3 BHK,1910.0,4.0,150.0,3,7853.4031413612565
Ballabgarh,3 BHK,1605.0,3.0,260.0,3,16199.376947040499
Ballabgarh,3 BHK,1600.0,2.0,140.0,3,8750.0
Ballabgarh,16 BHK,10000.0,16.0,550.0,16,5500.0
Ballabgarh,4 Bedroom,5000.0,5.0,600.0,4,12000.0
Ballabgarh,2 BHK,1206.0,2.0,48.23,2,3999.1708126036483
Ballabgarh,3 BHK,1853.0,3.0,82.0,3,4425.256341068538
Ballabgarh,3 Bedroom,600.0,4.0,95.0,3,15833.333333333334
Ballabgarh,3 BHK,1275.0,2.0,43.85,3,3439.2156862745096
Ballabgarh,2 BHK,1100.0,2.0,40.0,2,3636.3636363636365
Ballabgarh,3 BHK,1300.0,2.0,60.0,3,4615.384615384615
Ballabgarh,6 Bedroom,930.0,6.0,135.0,6,14516.129032258064
Ballabgarh,2 BHK,1197.0,2.0,47.88,2,4000.0
Ballabgarh,2 BHK,740.0,2.0,34.0,2,4594.594594594595
Ballabgarh,2 BHK,1197.0,2.0,47.8,2,3993.316624895572
Ballabgarh,2 BHK,1070.0,2.0,42.79,2,3999.0654205607475
Ballabgarh,4 Bedroom,600.0,4.0,81.0,4,13500.0
Ballabgarh,3 BHK,1270.0,3.0,45.0,3,3543.3070866141734
Ballabgarh,3 BHK,1275.0,2.0,39.8,3,3121.56862745098
Ballabgarh,3 BHK,1275.0,3.0,44.0,3,3450.9803921568628
Ballabgarh,3 BHK,1240.0,2.0,39.85,3,3213.7096774193546
Ballabgarh,2 BHK,1070.0,2.0,38.6,2,3607.4766355140187
Ballabgarh,4 Bedroom,2000.0,4.0,95.0,4,4750.0
Ballabgarh,2 BHK,1350.0,2.0,42.0,2,3111.1111111111113
Ballabgarh,6 Bedroom,930.0,6.0,150.0,6,16129.032258064517
Ballabgarh,3 BHK,1485.0,2.0,59.4,3,4000.0
Ballabgarh,3 BHK,1215.0,2.0,48.6,3,4000.0
Ballabgarh,2 BHK,1085.0,2.0,34.2,2,3152.0737327188945
Ballabgarh,2 BHK,820.0,2.0,37.0,2,4512.195121951219
Ballabgarh,3 BHK,1404.0,2.0,56.15,3,3999.287749287749
Ballabgarh,4 Bedroom,1600.0,4.0,45.0,4,2812.5
Ballabgarh,2 BHK,1200.0,2.0,51.0,2,4250.0
Ballabgarh,3 Bedroom,2400.0,2.0,150.0,3,6250.0
Ballabgarh,3 BHK,1828.0,3.0,110.0,3,6017.505470459519
Ballabgarh,2 BHK,1186.0,2.0,58.0,2,4890.387858347386
Ballabgarh,3 BHK,1577.0,3.0,70.0,3,4438.807863031072
Ballabgarh,3 BHK,1847.0,3.0,105.0,3,5684.89442338928
Ballabgarh,3 BHK,1580.0,3.0,76.0,3,4810.126582278481
Ballabgarh,3 Bedroom,1840.0,3.0,69.0,3,3750.0
Ballabgarh,5 Bedroom,9600.0,5.0,550.0,5,5729.166666666667
Ballabgarh,4 Bedroom,1140.0,4.0,90.0,4,7894.736842105263
Ballabgarh,3 BHK,1435.0,3.0,70.0,3,4878.048780487805
Ballabgarh,2 BHK,1187.0,2.0,58.0,2,4886.2679022746415
Ballabgarh,3 BHK,1847.0,3.0,110.0,3,5955.603681645913
Ballabgarh,3 BHK,1460.0,3.0,71.0,3,4863.013698630137
Ballabgarh,3 BHK,1760.0,3.0,150.0,3,8522.727272727272
Ballabgarh,6 Bedroom,4000.0,6.0,150.0,6,3750.0
Ballabgarh,2 BHK,1185.0,2.0,59.0,2,4978.9029535864975
Ballabgarh,3 BHK,1436.0,3.0,70.0,3,4874.651810584958
Ballabgarh,3 BHK,1462.0,3.0,71.0,3,4856.361149110807
Ballabgarh,3 BHK,1790.0,3.0,105.0,3,5865.921787709497
Ballabgarh,3 BHK,1583.0,3.0,76.1,3,4807.327858496525
Ballabgarh,2 BHK,1070.0,2.0,45.5,2,4252.336448598131
Ballabgarh,3 BHK,1820.0,3.0,77.0,3,4230.7692307692305
Ballabgarh,2 BHK,1145.0,2.0,56.0,2,4890.829694323144
Ballabgarh,4 Bedroom,3401.0,5.0,230.0,4,6762.7168479858865
Ballabgarh,2 BHK,1455.0,2.0,69.0,2,4742.268041237114
Ballabgarh,1 Bedroom,627.0,1.0,30.0,1,4784.688995215311
Ballabgarh,2 BHK,1302.0,2.0,68.5,2,5261.136712749616
Ballabgarh,3 BHK,1760.0,3.0,111.0,3,6306.818181818182
Ballabgarh,2 BHK,1185.0,2.0,58.0,2,4894.514767932489
Ballabgarh,1 Bedroom,1500.0,1.0,75.0,1,5000.0
Ballabgarh,8 Bedroom,1020.0,10.0,155.0,8,15196.078431372549
Ballabgarh,2 BHK,1075.0,2.0,53.0,2,4930.232558139535
Ballabgarh,3 BHK,1790.0,3.0,97.0,3,5418.994413407821
Ballabgarh,4 Bedroom,2700.0,4.0,175.0,4,6481.481481481482
Ballabgarh,3 BHK,1786.0,2.0,106.0,3,5935.05039193729
Ballabgarh,4 Bedroom,3400.0,5.0,265.0,4,7794.117647058823
Ballabgarh,3 BHK,1787.0,3.0,107.0,3,5987.688864017907
Ballabgarh,2 BHK,1141.0,2.0,54.0,2,4732.690622261174
Ballabgarh,3 BHK,1760.0,3.0,110.0,3,6250.0
Ballabgarh,3 BHK,1365.0,3.0,66.0,3,4835.1648351648355
Ballabgarh,8 Bedroom,1050.0,5.0,80.0,8,7619.047619047619
Ballabgarh,2 BHK,1160.0,2.0,57.0,2,4913.793103448276
Ballabgarh,2 BHK,1095.0,2.0,55.0,2,5022.83105022831
Ballabgarh,2 BHK,1142.0,2.0,56.0,2,4903.6777583187395
Ballabgarh,2 BHK,1074.0,2.0,54.0,2,5027.932960893855
Ballabgarh,2 BHK,1285.0,2.0,60.0,2,4669.260700389105
Ballabgarh,2 BHK,1075.0,2.0,53.0,2,4930.232558139535
Ballabgarh,2 BHK,1140.0,2.0,56.0,2,4912.2807017543855
Ballabgarh,2 BHK,1400.0,2.0,70.0,2,5000.0
Ballabgarh,3 BHK,1581.0,3.0,76.0,3,4807.084123972169
Ballabgarh,3 BHK,1385.0,3.0,67.0,3,4837.545126353791
Ballabgarh,2 BHK,1140.0,2.0,56.0,2,4912.2807017543855
Ballabgarh,3 BHK,1787.0,3.0,120.0,3,6715.165081141578
Ballabgarh,2 BHK,1185.0,2.0,59.0,2,4978.9029535864975
Ballabgarh,3 BHK,1581.0,3.0,76.0,3,4807.084123972169
Ballabgarh,3 BHK,1790.0,3.0,105.0,3,5865.921787709497
Ballabgarh,2 BHK,1130.0,2.0,55.0,2,4867.256637168141
Ballabgarh,4 Bedroom,1600.0,4.0,250.0,4,15625.0
Ballabgarh,4 Bedroom,1600.0,5.0,130.0,4,8125.0
Ballabgarh,2 BHK,1094.0,2.0,54.0,2,4936.014625228519
Ballabgarh,3 BHK,1170.0,3.0,80.0,3,6837.606837606838
Ballabgarh,2 BHK,1400.0,2.0,65.0,2,4642.857142857143
Ballabgarh,2 BHK,1195.0,2.0,59.0,2,4937.238493723849
Ballabgarh,3 BHK,1790.0,3.0,120.0,3,6703.91061452514
Ballabgarh,3 BHK,1454.0,3.0,71.5,3,4917.469050894085
Ballabgarh,2 BHK,1200.0,2.0,35.0,2,2916.6666666666665
Ballabgarh,2 BHK,1100.0,2.0,38.0,2,3454.5454545454545
Ballabgarh,6 BHK,1300.0,6.0,99.0,6,7615.384615384615
Ballabgarh,2 Bedroom,1290.0,1.0,77.5,2,6007.751937984496
Ballabgarh,6 Bedroom,1200.0,6.0,125.0,6,10416.666666666666
Ballabgarh,2 BHK,1210.0,2.0,62.0,2,5123.966942148761
Ballabgarh,2 BHK,925.0,2.0,63.0,2,6810.810810810811
Ballabgarh,2 BHK,1300.0,2.0,60.0,2,4615.384615384615
Ballabgarh,3 Bedroom,1700.0,3.0,250.0,3,14705.882352941177
Ballabgarh,2 Bedroom,1200.0,2.0,135.0,2,11250.0
Ballabgarh,2 BHK,1050.0,2.0,65.0,2,6190.476190476191
Ballabgarh,1 BHK,950.0,1.0,40.0,1,4210.526315789473
Ballabgarh,4 Bedroom,4800.0,4.0,700.0,4,14583.333333333334
Ballabgarh,1 BHK,1050.0,2.0,41.0,1,3904.7619047619046
Ballabgarh,2 Bedroom,800.0,1.0,130.0,2,16250.0
Ballabgarh,2 BHK,1277.5,2.0,56.8,2,4446.183953033268
Ballabgarh,2 BHK,930.0,2.0,39.0,2,4193.548387096775
Ballabgarh,2 BHK,1155.0,2.0,42.74,2,3700.4329004329006
Ballabgarh,2 BHK,1225.0,2.0,46.55,2,3800.0
Ballabgarh,4 Bedroom,1200.0,4.0,120.0,4,10000.0
Ballabgarh,2 BHK,1100.0,2.0,47.0,2,4272.727272727273
Ballabgarh,2 Bedroom,1200.0,2.0,71.0,2,5916.666666666667
Ballabgarh,3 BHK,1455.0,3.0,46.0,3,3161.512027491409
Ballabgarh,2 Bedroom,1200.0,2.0,90.0,2,7500.0
Ballabgarh,8 Bedroom,1200.0,12.0,110.0,8,9166.666666666666
Ballabgarh,2 BHK,750.0,2.0,25.0,2,3333.3333333333335
Ballabgarh,3 BHK,1128.76,3.0,47.405,3,4199.741309047096
Ballabgarh,2 BHK,1015.0,2.0,43.0,2,4236.453201970443
Ballabgarh,2 BHK,1470.0,2.0,86.0,2,5850.340136054422
Ballabgarh,1 BHK,714.0,1.0,28.0,1,3921.5686274509803
Ballabgarh,2 BHK,1142.0,2.0,51.0,2,4465.84938704028
Ballabgarh,2 BHK,1115.0,2.0,33.45,2,3000.0000000000005
Ballabgarh,2 BHK,1021.0,2.0,48.0,2,4701.273261508325
Ballabgarh,3 BHK,1559.0,3.0,69.315,3,4446.119307248236
Ballabgarh,2 BHK,1035.0,2.0,40.5,2,3913.0434782608695
Ballabgarh,4 Bedroom,600.0,5.0,75.0,4,12500.0
Ballabgarh,2 Bedroom,1550.0,2.0,71.0,2,4580.645161290323
Ballabgarh,2 BHK,1192.5,2.0,51.22,2,4295.17819706499
Ballabgarh,4 Bedroom,1000.0,4.0,75.0,4,7500.0
Ballabgarh,2 BHK,1100.0,2.0,46.0,2,4181.818181818182
Ballabgarh,7 Bedroom,1200.0,8.0,110.0,7,9166.666666666666
Ballabgarh,2 BHK,1290.0,2.0,49.02,2,3800.0
Ballabgarh,3 Bedroom,1752.0,3.0,145.0,3,8276.255707762557
Ballabgarh,2 BHK,1100.0,2.0,43.0,2,3909.090909090909
Ballabgarh,2 BHK,950.0,2.0,40.0,2,4210.526315789473
Ballabgarh,2 BHK,1156.0,2.0,72.0,2,6228.3737024221455
Ballabgarh,2 Bedroom,1000.0,2.0,60.0,2,6000.0
Ballabgarh,3 BHK,1930.0,2.0,57.9,3,3000.0
Ballabgarh,3 BHK,1452.0,3.0,60.0,3,4132.231404958678
Ballabgarh,2 BHK,1001.0,2.0,30.0,2,2997.002997002997
Ballabgarh,2 BHK,750.0,2.0,40.0,2,5333.333333333333
Ballabgarh,6 Bedroom,2000.0,6.0,85.0,6,4250.0
Ballabgarh,2 BHK,1000.0,2.0,44.5,2,4450.0
Ballabgarh,2 BHK,1200.0,2.0,47.0,2,3916.6666666666665
Ballabgarh,2 Bedroom,1200.0,1.0,65.0,2,5416.666666666667
Ballabgarh,2 BHK,1076.0,2.0,67.0,2,6226.7657992565055
Ballabgarh,2 BHK,1140.0,2.0,43.32,2,3800.0
Ballabgarh,6 Bedroom,4300.0,6.0,175.0,6,4069.767441860465
Ballabgarh,2 BHK,1200.0,2.0,42.0,2,3500.0
Ballabgarh,3 BHK,1430.0,2.0,61.0,3,4265.734265734266
Ballabgarh,2 BHK,1040.0,2.0,50.0,2,4807.692307692308
Ballabgarh,8 Bedroom,1500.0,7.0,382.0,8,25466.666666666668
Ballabgarh,5 Bedroom,4166.0,5.0,560.0,5,13442.150744119059
Ballabgarh,4 Bedroom,960.0,4.0,80.0,4,8333.333333333334
Ballabgarh,5 Bedroom,3657.0,5.0,310.0,5,8476.89362865737
Ballabgarh,4 Bedroom,1200.0,4.0,83.0,4,6916.666666666667
Ballabgarh,6 Bedroom,2500.0,6.0,58.0,6,2320.0
Ballabgarh,2 BHK,734.0,2.0,22.0,2,2997.275204359673
Ballabgarh,4 Bedroom,1200.0,4.0,100.0,4,8333.333333333334
Ballabgarh,2 BHK,1120.0,2.0,36.0,2,3214.285714285714
Ballabgarh,2 BHK,1150.0,2.0,42.0,2,3652.1739130434785
Ballabgarh,9 BHK,4600.0,9.0,200.0,9,4347.826086956522
Ballabgarh,2 BHK,1050.0,2.0,55.0,2,5238.0952380952385
Ballabgarh,2 BHK,1057.0,2.0,30.0,2,2838.2213812677387
Ballabgarh,2 BHK,1085.0,2.0,46.5,2,4285.714285714285
Ballabgarh,3 BHK,1700.0,3.0,105.0,3,6176.470588235294
Ballabgarh,2 BHK,1200.0,2.0,72.0,2,6000.0
Ballabgarh,4 Bedroom,2065.0,4.0,248.0,4,12009.685230024214
Ballabgarh,4 BHK,3628.0,4.0,246.0,4,6780.595369349504
Ballabgarh,6 Bedroom,1200.0,6.0,132.0,6,11000.0
Ballabgarh,2 BHK,2000.0,2.0,75.0,2,3750.0
Ballabgarh,2 BHK,1100.0,2.0,45.0,2,4090.909090909091
Ballabgarh,5 BHK,3300.0,3.0,255.0,5,7727.272727272727
Ballabgarh,4 BHK,3000.0,4.0,235.0,4,7833.333333333333
Ballabgarh,2 BHK,1035.0,2.0,40.0,2,3864.7342995169083
Ballabgarh,2 BHK,1116.0,2.0,45.0,2,4032.2580645161293
Ballabgarh,2 BHK,1290.0,2.0,69.0,2,5348.837209302325
Ballabgarh,3 BHK,1300.0,2.0,57.0,3,4384.615384615385
Ballabgarh,2 BHK,866.28,2.0,36.38,2,4199.565960197628
Ballabgarh,2 BHK,1096.0,2.0,43.0,2,3923.3576642335765
Ballabgarh,2 BHK,1204.0,2.0,58.0,2,4817.275747508305
Ballabgarh,1 BHK,700.0,1.0,21.5,1,3071.4285714285716
Ballabgarh,5 Bedroom,1200.0,5.0,125.0,5,10416.666666666666
Ballabgarh,2 BHK,1205.0,2.0,45.79,2,3800.0
Ballabgarh,3 BHK,1827.0,3.0,97.0,3,5309.250136836344
Ballabgarh,2 BHK,1075.0,2.0,32.25,2,3000.0
Ballabgarh,3 BHK,1400.0,2.0,60.0,3,4285.714285714285
Ballabgarh,2 BHK,1100.0,2.0,39.9,2,3627.2727272727275
Ballabgarh,7 Bedroom,2800.0,6.0,110.0,7,3928.5714285714284
Ballabgarh,2 BHK,1020.0,2.0,39.0,2,3823.529411764706
Ballabgarh,2 Bedroom,1200.0,2.0,75.0,2,6250.0
Ballabgarh,2 BHK,1245.0,2.0,60.0,2,4819.277108433735
Ballabgarh,5 Bedroom,1000.0,4.0,90.0,5,9000.0
Ballabgarh,4 Bedroom,1650.0,2.0,140.0,4,8484.848484848484
Ballabgarh,3 BHK,1250.0,3.0,55.0,3,4400.0
Ballabgarh,3 BHK,2180.0,3.0,285.0,3,13073.394495412844
Ballabgarh,3 BHK,2180.0,3.0,273.0,3,12522.935779816513
Ballabgarh,2 BHK,1200.0,2.0,62.5,2,5208.333333333333
